voltage (V), photocurrent (A)
-20.000, -5.967498e-10
-20.000, -5.949232e-10
-20.000, -5.94909e-10
-20.000, -5.972928e-10
-20.000, -5.969122e-10
-20.000, -6.003094e-10
-20.000, -6.02928e-10
-20.000, -6.003384e-10
-20.000, -6.012033e-10
-20.000, -6.028578e-10
-19.900, -6.085896e-10
-19.900, -6.050705e-10
-19.900, -6.058228e-10
-19.900, -6.058141e-10
-19.900, -6.044608e-10
-19.900, -6.041195e-10
-19.900, -6.102231e-10
-19.900, -5.925642e-10
-19.900, -5.909647e-10
-19.900, -5.911279e-10
-19.800, -6.003226e-10
-19.800, -6.008494e-10
-19.800, -6.001815e-10
-19.800, -6.019904e-10
-19.800, -6.029379e-10
-19.800, -6.022184e-10
-19.800, -6.022193e-10
-19.800, -6.034283e-10
-19.800, -6.036343e-10
-19.800, -6.023999e-10
-19.700, -6.002895e-10
-19.700, -5.996342e-10
-19.700, -6.001529e-10
-19.700, -6.011219e-10
-19.700, -5.992302e-10
-19.700, -5.977442e-10
-19.700, -5.989509e-10
-19.700, -6.002714e-10
-19.700, -5.972906e-10
-19.700, -5.989457e-10
-19.600, -5.987483e-10
-19.600, -5.978083e-10
-19.600, -5.957872e-10
-19.600, -5.967367e-10
-19.600, -5.971614e-10
-19.600, -5.956615e-10
-19.600, -5.960216e-10
-19.600, -5.970809e-10
-19.600, -5.957295e-10
-19.600, -5.95279e-10
-19.500, -5.959817e-10
-19.500, -5.947194e-10
-19.500, -5.94561e-10
-19.500, -5.961684e-10
-19.500, -5.955542e-10
-19.500, -5.939493e-10
-19.500, -5.94845e-10
-19.500, -5.961294e-10
-19.500, -5.950625e-10
-19.500, -5.956664e-10
-19.400, -6.131531e-10
-19.400, -6.138324e-10
-19.400, -6.13666e-10
-19.400, -6.139169e-10
-19.400, -6.154818e-10
-19.400, -6.14398e-10
-19.400, -6.134223e-10
-19.400, -6.140241e-10
-19.400, -6.134782e-10
-19.400, -6.132186e-10
-19.300, -6.141939e-10
-19.300, -6.146992e-10
-19.300, -6.149882e-10
-19.300, -6.134238e-10
-19.300, -6.133961e-10
-19.300, -6.146632e-10
-19.300, -6.133561e-10
-19.300, -6.127409e-10
-19.300, -6.135486e-10
-19.300, -6.132766e-10
-19.200, -6.096865e-10
-19.200, -6.091558e-10
-19.200, -6.102771e-10
-19.200, -6.103232e-10
-19.200, -6.087069e-10
-19.200, -6.090952e-10
-19.200, -6.096341e-10
-19.200, -6.08623e-10
