voltage (V), photocurrent (A)
-20.000, -1.326287e-09
-20.000, -1.321122e-09
-20.000, -1.316041e-09
-20.000, -1.314991e-09
-20.000, -1.312212e-09
-20.000, -1.308895e-09
-20.000, -1.309936e-09
-20.000, -1.308014e-09
-20.000, -1.304551e-09
-20.000, -1.306099e-09
-19.500, -1.195253e-09
-19.500, -1.193785e-09
-19.500, -1.189912e-09
-19.500, -1.18999e-09
-19.500, -1.189937e-09
-19.500, -1.185949e-09
-19.500, -1.186301e-09
-19.500, -1.187894e-09
-19.500, -1.185689e-09
-19.500, -1.183988e-09
-19.000, -1.06209e-09
-19.000, -1.062286e-09
-19.000, -1.059236e-09
-19.000, -1.060843e-09
-19.000, -1.061941e-09
-19.000, -1.059197e-09
-19.000, -1.060844e-09
-19.000, -1.062513e-09
-19.000, -1.060019e-09
-19.000, -1.061385e-09
-18.500, -9.144499e-10
-18.500, -9.125076e-10
-18.500, -9.134439e-10
-18.500, -9.14757e-10
-18.500, -9.131177e-10
-18.500, -9.123516e-10
-18.500, -9.142806e-10
-18.500, -9.134873e-10
-18.500, -9.124143e-10
-18.500, -9.157108e-10
-18.000, -7.360023e-10
-18.000, -7.35192e-10
-18.000, -7.362982e-10
-18.000, -7.35386e-10
-18.000, -7.339084e-10
-18.000, -7.346e-10
-18.000, -7.346855e-10
-18.000, -7.329411e-10
-18.000, -7.347001e-10
-18.000, -7.351753e-10
-17.500, -5.151736e-10
-17.500, -5.150014e-10
-17.500, -5.151278e-10
-17.500, -5.154076e-10
-17.500, -5.144777e-10
-17.500, -5.151278e-10
-17.500, -5.156843e-10
-17.500, -5.149826e-10
-17.500, -5.15834e-10
-17.500, -5.160176e-10
-17.000, -2.403699e-10
-17.000, -2.414032e-10
-17.000, -2.411163e-10
-17.000, -2.404723e-10
-17.000, -2.414474e-10
-17.000, -2.415549e-10
-17.000, -2.408506e-10
-17.000, -2.415428e-10
-17.000, -2.420996e-10
-17.000, -2.407834e-10
-16.500, 8.62979e-11
-16.500, 8.660179e-11
-16.500, 8.586958e-11
-16.500, 8.605912e-11
-16.500, 8.571609e-11
-16.500, 8.782751e-11
-16.500, 8.600504e-11
-16.500, 8.662082e-11
-16.500, 8.546735e-11
-16.500, 8.535402e-11
-16.000, 4.814751e-10
-16.000, 4.815143e-10
-16.000, 4.798682e-10
-16.000, 4.794456e-10
-16.000, 4.798663e-10
-16.000, 4.792242e-10
-16.000, 4.792493e-10
-16.000, 4.792144e-10
-16.000, 4.790326e-10
-16.000, 4.786125e-10
-15.500, 9.515395e-10
-15.500, 9.494848e-10
-15.500, 9.519947e-10
-15.500, 9.515118e-10
-15.500, 9.486967e-10
-15.500, 9.512203e-10
-15.500, 9.527218e-10
-15.500, 9.488886e-10
-15.500, 9.50253e-10
-15.500, 9.521454e-10
-15.000, 1.505115e-09
-15.000, 1.506055e-09
-15.000, 1.508527e-09
-15.000, 1.505592e-09
-15.000, 1.505079e-09
-15.000, 1.50663e-09
-15.000, 1.504733e-09
-15.000, 1.506048e-09
-15.000, 1.506732e-09
-15.000, 1.508613e-09
-14.500, 2.193647e-09
-14.500, 2.189051e-09
-14.500, 2.189509e-09
-14.500, 2.193182e-09
-14.500, 2.189338e-09
-14.500, 2.188181e-09
-14.500, 2.19141e-09
-14.500, 2.189843e-09
-14.500, 2.188219e-09
-14.500, 2.189719e-09
-14.000, 2.938485e-09
-14.000, 2.944589e-09
-14.000, 2.947348e-09
-14.000, 2.93955e-09
-14.000, 2.94196e-09
-14.000, 2.946969e-09
-14.000, 2.939809e-09
-14.000, 2.941179e-09
-14.000, 2.946692e-09
-14.000, 2.942247e-09
-13.500, 3.782354e-09
-13.500, 3.78334e-09
-13.500, 3.770034e-09
-13.500, 3.773521e-09
-13.500, 3.777056e-09
-13.500, 3.769205e-09
-13.500, 3.769409e-09
-13.500, 3.776083e-09
-13.500, 3.774129e-09
-13.500, 3.775901e-09
-13.000, 4.774979e-09
-13.000, 4.773691e-09
-13.000, 4.778823e-09
-13.000, 4.776413e-09
-13.000, 4.776328e-09
-13.000, 4.781296e-09
-13.000, 4.783154e-09
-13.000, 4.778161e-09
-13.000, 4.78431e-09
-13.000, 4.783068e-09
-12.500, 5.902985e-09
-12.500, 5.890157e-09
-12.500, 5.886776e-09
-12.500, 5.892292e-09
-12.500, 5.88572e-09
-12.500, 5.886248e-09
-12.500, 5.886573e-09
-12.500, 5.884859e-09
-12.500, 5.894358e-09
-12.500, 5.904392e-09
-12.000, 7.347578e-09
-12.000, 7.309355e-09
-12.000, 7.264403e-09
-12.000, 7.193208e-09
-12.000, 7.069939e-09
-12.000, 7.155649e-09
-12.000, 7.204469e-09
-12.000, 7.076454e-09
-12.000, 7.196854e-09
-12.000, 7.181183e-09
-11.500, 8.59484e-09
-11.500, 8.573017e-09
-11.500, 8.584164e-09
-11.500, 8.590935e-09
-11.500, 8.583733e-09
-11.500, 8.571647e-09
-11.500, 8.586381e-09
-11.500, 8.567858e-09
-11.500, 8.580464e-09
-11.500, 8.56461e-09
-11.000, 1.017466e-08
-11.000, 1.018856e-08
-11.000, 1.024038e-08
-11.000, 1.02479e-08
-11.000, 1.019376e-08
-11.000, 1.022133e-08
-11.000, 1.022554e-08
-11.000, 1.017731e-08
-11.000, 1.022835e-08
-11.000, 1.023357e-08
-10.500, 1.201395e-08
-10.500, 1.203465e-08
-10.500, 1.200104e-08
-10.500, 1.200734e-08
-10.500, 1.200742e-08
-10.500, 1.202871e-08
-10.500, 1.201954e-08
-10.500, 1.200412e-08
-10.500, 1.200572e-08
-10.500, 1.202268e-08
-10.000, 1.402324e-08
-10.000, 1.400391e-08
-10.000, 1.399302e-08
-10.000, 1.404264e-08
-10.000, 1.40281e-08
-10.000, 1.40227e-08
-10.000, 1.402321e-08
-10.000, 1.403077e-08
-10.000, 1.399548e-08
-10.000, 1.398414e-08
-9.500, 1.616948e-08
-9.500, 1.615841e-08
-9.500, 1.61651e-08
-9.500, 1.616417e-08
-9.500, 1.611431e-08
-9.500, 1.625994e-08
-9.500, 1.6266e-08
-9.500, 1.615843e-08
-9.500, 1.615139e-08
-9.500, 1.619532e-08
-9.000, 1.874242e-08
-9.000, 1.869961e-08
-9.000, 1.86474e-08
-9.000, 1.866944e-08
-9.000, 1.876089e-08
-9.000, 1.871614e-08
-9.000, 1.882455e-08
-9.000, 1.877955e-08
-9.000, 1.871924e-08
-9.000, 1.872214e-08
-8.500, 2.154835e-08
-8.500, 2.167612e-08
-8.500, 2.149395e-08
-8.500, 2.161573e-08
-8.500, 2.154533e-08
-8.500, 2.151028e-08
-8.500, 2.158554e-08
-8.500, 2.166163e-08
-8.500, 2.167288e-08
-8.500, 2.163377e-08
-8.000, 2.471954e-08
-8.000, 2.464629e-08
-8.000, 2.466868e-08
-8.000, 2.461387e-08
-8.000, 2.470364e-08
-8.000, 2.459046e-08
-8.000, 2.456696e-08
-8.000, 2.464112e-08
-8.000, 2.463423e-08
-8.000, 2.450282e-08
-7.500, 2.784635e-08
-7.500, 2.757949e-08
-7.500, 2.773023e-08
-7.500, 2.787804e-08
-7.500, 2.782183e-08
-7.500, 2.781403e-08
-7.500, 2.788221e-08
-7.500, 2.786681e-08
-7.500, 2.777756e-08
-7.500, 2.792233e-08
-7.000, 3.118672e-08
-7.000, 3.120709e-08
-7.000, 3.110058e-08
-7.000, 3.112713e-08
-7.000, 3.119452e-08
-7.000, 3.111062e-08
-7.000, 3.106584e-08
