wavelength (nm), amplitude (a.u.)
3.523423767e+02,5.858524819e-04
3.525537109e+02,-5.904115969e-04
3.527650452e+02,1.734761521e-03
3.529764099e+02,1.406501862e-03
3.531877747e+02,-1.684610732e-03
3.533991699e+02,6.679174257e-04
3.536105652e+02,1.433856785e-03
3.538219910e+02,-7.818964659e-04
3.540334167e+02,-1.192221185e-03
3.542448730e+02,-6.998315221e-04
3.544563293e+02,1.816826523e-03
3.546678162e+02,-4.331205128e-05
3.548793030e+02,6.952723488e-04
3.550908203e+02,-5.357016926e-04
3.553023376e+02,6.610786659e-05
3.555138855e+02,9.346284060e-05
3.557254333e+02,1.481727959e-04
3.559370117e+02,2.028827585e-04
3.561485901e+02,-8.366064285e-04
3.563601990e+02,-3.989267861e-04
3.565718079e+02,3.123026690e-04
3.567834473e+02,-3.989267861e-04
3.569951172e+02,-9.460263536e-04
3.572067566e+02,1.139790766e-05
3.574184570e+02,-1.800869504e-04
3.576301575e+02,-1.253769879e-04
3.578418579e+02,1.652696636e-03
3.580535889e+02,9.961770847e-04
3.582653198e+02,-8.913163911e-04
3.584770813e+02,6.610786659e-05
3.586888428e+02,-6.451215595e-04
3.589006348e+02,-3.442168236e-04
3.591124268e+02,-3.989267861e-04
3.593242493e+02,-1.595707181e-05
3.595361023e+02,2.063021297e-03
3.597479553e+02,1.139790766e-05
3.599598083e+02,-9.802200657e-05
3.601716919e+02,-5.357016926e-04
3.603835754e+02,1.187662012e-03
3.605954895e+02,7.499823114e-04
3.608074341e+02,-1.110156183e-03
3.610193481e+02,6.132074632e-04
3.612313232e+02,6.610786659e-05
3.614432983e+02,-5.083467113e-04
3.616552734e+02,1.570631750e-03
3.618672791e+02,3.875288530e-05
3.620792847e+02,-1.000736258e-03
3.622913208e+02,3.396576503e-04
3.625033875e+02,1.351791900e-03
3.627154541e+02,6.405624445e-04
3.629275208e+02,-7.271865034e-04
3.631396179e+02,8.046922740e-04
3.633517456e+02,-9.733813349e-04
3.635638428e+02,1.481727959e-04
3.637760010e+02,8.594022365e-04
3.639881592e+02,6.405624445e-04
3.642003174e+02,5.037875380e-04
3.644125061e+02,4.764325568e-04
3.646247253e+02,-5.083467113e-04
3.648369446e+02,-1.253769879e-04
3.650491638e+02,1.707406598e-03
3.652614136e+02,3.943676129e-04
3.654736633e+02,7.499823114e-04
3.656859436e+02,7.226273301e-04
3.658982544e+02,9.346284060e-05
3.661105652e+02,-2.621518797e-04
3.663228760e+02,9.141121991e-04
3.665352173e+02,-9.802200657e-05
3.667475586e+02,9.141121991e-04
3.669599304e+02,-5.083467113e-04
3.671723328e+02,1.926246448e-03
3.673847351e+02,-4.331205128e-05
3.675971375e+02,9.414671804e-04
3.678095703e+02,-6.177665782e-04
3.680220337e+02,6.405624445e-04
3.682344971e+02,3.396576503e-04
3.684469604e+02,-1.800869504e-04
3.686594543e+02,-1.192221185e-03
3.688719482e+02,-2.895068610e-04
3.690844727e+02,-8.913163911e-04
3.692970276e+02,2.302377397e-04
3.695095825e+02,1.351791900e-03
3.697221375e+02,1.570631750e-03
3.699347229e+02,2.028827585e-04
3.701473083e+02,-1.876095659e-03
3.703599243e+02,1.433856785e-03
3.705725708e+02,-2.347968984e-04
3.707852173e+02,-4.262817383e-04
3.709978638e+02,1.481727959e-04
3.712105408e+02,5.311425193e-04
3.714232178e+02,-4.262817383e-04
3.716359253e+02,-7.066702528e-05
3.718486633e+02,1.652696636e-03
3.720614014e+02,-8.913163911e-04
3.722741394e+02,1.160306972e-03
3.724869080e+02,1.297081937e-03
3.726996765e+02,-7.066702528e-05
3.729124756e+02,7.499823114e-04
3.731253052e+02,3.396576503e-04
3.733381042e+02,-1.055446221e-03
3.735509644e+02,-9.186713723e-04
3.737638245e+02,-1.438415959e-03
3.739766846e+02,9.688221617e-04
3.741895752e+02,-1.082801260e-03
3.744024658e+02,-7.271865034e-04
3.746153870e+02,3.875288530e-05
3.748283081e+02,8.046922740e-04
3.750412598e+02,4.764325568e-04
3.752542419e+02,6.405624445e-04
3.754672241e+02,-1.000736258e-03
3.756802063e+02,1.187662012e-03
3.758932190e+02,2.849476878e-04
3.761062317e+02,3.396576503e-04
3.763192749e+02,6.132074632e-04
3.765323181e+02,6.679174257e-04
3.767453918e+02,6.679174257e-04
3.769584656e+02,-3.168618423e-04
3.771715698e+02,2.172441222e-03
3.773846741e+02,-2.074419172e-04
3.775978088e+02,-1.246931148e-03
3.778109436e+02,-3.168618423e-04
3.780241089e+02,-1.082801260e-03
3.782372742e+02,2.575927065e-04
3.784504700e+02,3.875288530e-05
3.786636658e+02,3.396576503e-04
3.788768921e+02,-5.904115969e-04
3.790901184e+02,2.008311450e-03
3.793033752e+02,1.755277772e-04
3.795166321e+02,1.789471484e-03
3.797299194e+02,4.764325568e-04
3.799432068e+02,1.324436860e-03
3.801565247e+02,9.346284060e-05
3.803698425e+02,1.078242087e-03
3.805831909e+02,-1.465770998e-03
3.807965393e+02,1.734761521e-03
3.810099182e+02,3.396576503e-04
3.812232971e+02,-1.137511223e-03
3.814366760e+02,8.594022365e-04
3.816501160e+02,-1.301641110e-03
3.818635254e+02,1.050887047e-03
3.820769653e+02,1.297081937e-03
3.822904358e+02,-7.545414846e-04
3.825039062e+02,-4.536367196e-04
3.827174072e+02,-1.246931148e-03
3.829309082e+02,1.105597010e-03
3.831444092e+02,4.764325568e-04
3.833579407e+02,-5.357016926e-04
3.835715027e+02,1.187662012e-03
3.837850647e+02,-5.904115969e-04
3.839986572e+02,2.302377397e-04
3.842122498e+02,2.575927065e-04
3.844258423e+02,3.670126316e-04
3.846394653e+02,1.625341596e-03
3.848531189e+02,-1.000736258e-03
3.850667725e+02,6.679174257e-04
3.852804260e+02,1.816826523e-03
3.854941101e+02,3.321350319e-03
3.857078247e+02,8.320472552e-04
3.859215393e+02,2.281861147e-03
3.861352539e+02,-2.621518797e-04
3.863489990e+02,2.302377397e-04
3.865627441e+02,3.875288530e-05
3.867765198e+02,8.320472552e-04
3.869903259e+02,-1.800869504e-04
3.872041321e+02,2.849476878e-04
3.874179382e+02,-1.082801260e-03
3.876317749e+02,1.023532124e-03
3.878456116e+02,3.875288530e-05
3.880594788e+02,4.490775755e-04
3.882733459e+02,2.028827585e-04
3.884872437e+02,4.764325568e-04
3.887011414e+02,1.297081937e-03
3.889150696e+02,3.670126316e-04
3.891290283e+02,5.311425193e-04
3.893429565e+02,-1.438415959e-03
3.895569458e+02,1.187662012e-03
3.897709045e+02,1.789471484e-03
3.899849243e+02,-1.028091297e-03
3.901989136e+02,7.499823114e-04
3.904129333e+02,-8.092514472e-04
3.906269836e+02,1.543276710e-03
3.908410339e+02,-2.347968984e-04
3.910551147e+02,3.670126316e-04
3.912691956e+02,1.297081937e-03
3.914833069e+02,3.123026690e-04
3.916974182e+02,5.584975006e-04
3.919115601e+02,1.953601371e-03
3.921257019e+02,4.217225942e-04
3.923398438e+02,3.396576503e-04
3.925540161e+02,-8.366064285e-04
3.927682190e+02,1.324436860e-03
3.929824219e+02,-6.451215595e-04
3.931966248e+02,1.105597010e-03
3.934108582e+02,-1.800869504e-04
3.936251221e+02,3.943676129e-04
3.938393860e+02,-2.347968984e-04
3.940536499e+02,-3.442168236e-04
3.942679443e+02,2.035666257e-03
3.944822693e+02,5.311425193e-04
3.946965942e+02,6.610786659e-05
3.949109192e+02,1.297081937e-03
3.951252747e+02,8.867572178e-04
3.953396301e+02,3.396576503e-04
3.955540161e+02,3.943676129e-04
3.957684021e+02,-1.253769879e-04
3.959828186e+02,-7.271865034e-04
3.961972656e+02,1.755277772e-04
3.964116821e+02,4.490775755e-04
3.966261597e+02,5.311425193e-04
3.968406067e+02,9.414671804e-04
3.970551147e+02,8.594022365e-04
3.972695923e+02,3.670126316e-04
3.974841309e+02,2.336570993e-03
3.976986389e+02,1.215016935e-03
3.979131775e+02,1.734761521e-03
3.981277466e+02,-7.818964659e-04
3.983423157e+02,1.515921787e-03
3.985569153e+02,1.215016935e-03
3.987715149e+02,2.199796261e-03
3.989861450e+02,2.254506107e-03
3.992007751e+02,1.734761521e-03
3.994154053e+02,4.005224910e-03
3.996300659e+02,2.664830768e-03
3.998447571e+02,2.336570993e-03
4.000594482e+02,4.661744460e-03
4.002741394e+02,3.376060398e-03
4.004888611e+02,4.059934989e-03
4.007036133e+02,5.099424161e-03
4.009183655e+02,5.236198660e-03
4.011331177e+02,6.494527683e-03
4.013479004e+02,8.792346343e-03
4.015626831e+02,7.944341749e-03
4.017774963e+02,9.147960693e-03
4.019923096e+02,1.037893444e-02
4.022071533e+02,1.251262333e-02
4.024219971e+02,1.029687002e-02
4.026368713e+02,1.273146272e-02
4.028517456e+02,1.650645025e-02
4.030666504e+02,2.082853764e-02
4.032815552e+02,2.301693521e-02
4.034964905e+02,2.747579664e-02
4.037114258e+02,3.543609381e-02
4.039263916e+02,6.090357900e-02
4.041413574e+02,1.399868280e-01
4.043563538e+02,3.289550245e-01
4.045713501e+02,5.481778383e-01
4.047863464e+02,6.953476071e-01
4.050013733e+02,7.392796874e-01
4.052164307e+02,7.555832863e-01
4.054314880e+02,7.686589360e-01
4.056465454e+02,8.472224474e-01
4.058616333e+02,9.171691537e-01
4.060767517e+02,9.444693923e-01
4.062918701e+02,8.800757527e-01
4.065069885e+02,7.593035698e-01
4.067221375e+02,6.025868654e-01
4.069372864e+02,4.731157422e-01
4.071524658e+02,3.687838614e-01
4.073676453e+02,2.921352088e-01
4.075828552e+02,2.596375048e-01
4.077980652e+02,2.398051471e-01
4.080133057e+02,2.215867192e-01
4.082285461e+02,1.893899143e-01
4.084438171e+02,1.698311120e-01
4.086590881e+02,1.599833071e-01
4.088743896e+02,1.597918272e-01
4.090896912e+02,1.532539874e-01
4.093049927e+02,1.467708647e-01
4.095203247e+02,1.232182235e-01
4.097356873e+02,1.003768146e-01
4.099510498e+02,7.551114261e-02
4.101664429e+02,5.431102961e-02
4.103818054e+02,3.773391247e-02
4.105972290e+02,2.815967053e-02
4.108126526e+02,2.214157581e-02
4.110280762e+02,1.861278340e-02
4.112435303e+02,1.338798273e-02
4.114589844e+02,1.185610332e-02
4.116744690e+02,1.051570941e-02
4.118899841e+02,8.245246485e-03
4.121054688e+02,5.318264011e-03
4.123210144e+02,8.327311836e-03
4.125365295e+02,5.455038510e-03
4.127521057e+02,4.853229038e-03
4.129676514e+02,7.178402506e-03
4.131832275e+02,4.907939117e-03
4.133988342e+02,5.509748589e-03
4.136144409e+02,4.962649196e-03
4.138300781e+02,3.759030020e-03
4.140457153e+02,1.980956411e-03
4.142613525e+02,1.461211825e-03
4.144770203e+02,1.734761521e-03
4.146927185e+02,1.625341596e-03
4.149084167e+02,2.227151068e-03
4.151241150e+02,5.858524819e-04
4.153398438e+02,5.858524819e-04
4.155555725e+02,1.488566748e-03
4.157713318e+02,8.867572178e-04
4.159870911e+02,2.555410843e-03
4.162028809e+02,2.993090544e-03
4.164187012e+02,-4.809917009e-04
4.166344910e+02,1.816826523e-03
4.168503113e+02,-7.818964659e-04
4.170661621e+02,3.266640473e-03
4.172820129e+02,1.481727959e-04
4.174978943e+02,9.141121991e-04
4.177137756e+02,3.123026690e-04
4.179296570e+02,1.187662012e-03
4.181455994e+02,7.773372927e-04
4.183615112e+02,-1.602545846e-03
4.185774536e+02,1.379146823e-03
4.187933960e+02,3.403415205e-03
4.190093689e+02,2.028827585e-04
4.192253723e+02,-8.092514472e-04
4.194413757e+02,2.302377397e-04
4.196573792e+02,1.132952049e-03
4.198734131e+02,8.320472552e-04
4.200894470e+02,1.515921787e-03
4.203055115e+02,2.028827585e-04
4.205215759e+02,1.597986673e-03
4.207376709e+02,-7.545414846e-04
4.209537659e+02,-7.066702528e-05
4.211698608e+02,-2.621518797e-04
4.213860168e+02,-2.347968984e-04
4.216021423e+02,8.867572178e-04
4.218182983e+02,5.858524819e-04
4.220344849e+02,-8.092514472e-04
4.222506714e+02,2.391281072e-03
4.224668579e+02,1.242371975e-03
4.226830750e+02,2.172441222e-03
4.228992920e+02,-5.630566739e-04
4.231155396e+02,6.952723488e-04
4.233317871e+02,7.499823114e-04
4.235480652e+02,1.515921787e-03
4.237643738e+02,-2.347968984e-04
4.239806519e+02,4.217225942e-04
4.241969604e+02,4.217225942e-04
4.244132996e+02,9.961770847e-04
4.246296387e+02,-1.985515468e-03
4.248460083e+02,4.764325568e-04
4.250623779e+02,2.172441222e-03
4.252787476e+02,1.755277772e-04
4.254951477e+02,-9.802200657e-05
4.257115784e+02,1.242371975e-03
4.259280090e+02,-3.442168236e-04
4.261444397e+02,9.346284060e-05
4.263609009e+02,-6.724765408e-04
4.265773621e+02,3.123026690e-04
4.267938538e+02,-8.366064285e-04
4.270103455e+02,-9.186713723e-04
4.272268677e+02,2.145086182e-03
4.274433899e+02,1.844181446e-03
4.276599426e+02,-5.357016926e-04
4.278764954e+02,-5.083467113e-04
4.280930786e+02,-1.219576108e-03
4.283096619e+02,-5.904115969e-04
4.285262451e+02,-1.110156183e-03
4.287428589e+02,9.414671804e-04
4.289595032e+02,5.584975006e-04
4.291761475e+02,3.211930394e-03
4.293927917e+02,8.320472552e-04
4.296094666e+02,-4.262817383e-04
4.298261414e+02,-1.739320694e-03
4.300428467e+02,1.078242087e-03
4.302595520e+02,4.217225942e-04
4.304762878e+02,2.028827585e-04
4.306930237e+02,5.037875380e-04
4.309097900e+02,5.858524819e-04
4.311265564e+02,-2.347968984e-04
4.313433533e+02,4.217225942e-04
4.315601501e+02,5.037875380e-04
4.317769470e+02,1.481727959e-04
4.319937744e+02,-3.442168236e-04
4.322106323e+02,1.816826523e-03
4.324274902e+02,-1.253769879e-04
4.326443481e+02,-2.895068610e-04
4.328612366e+02,3.670126316e-04
4.330781250e+02,1.680051559e-03
4.332950439e+02,4.217225942e-04
4.335119629e+02,1.187662012e-03
4.337289124e+02,6.952723488e-04
4.339458618e+02,7.773372927e-04
4.341628418e+02,-1.821385697e-03
4.343798218e+02,2.008311450e-03
4.345968018e+02,1.105597010e-03
4.348138123e+02,2.692185808e-03
4.350308533e+02,1.707406598e-03
4.352478943e+02,2.664830768e-03
4.354649353e+02,-1.301641110e-03
4.356820068e+02,6.610786659e-05
4.358990784e+02,-3.715718049e-04
4.361161804e+02,1.481727959e-04
4.363332825e+02,9.346284060e-05
4.365504150e+02,-1.000736258e-03
4.367675476e+02,3.670126316e-04
4.369847107e+02,2.309216186e-03
4.372018738e+02,-9.460263536e-04
4.374190369e+02,1.844181446e-03
4.376362305e+02,-7.271865034e-04
4.378534546e+02,1.050887047e-03
4.380706787e+02,-8.639614098e-04
4.382879028e+02,4.217225942e-04
4.385051575e+02,-9.460263536e-04
4.387224121e+02,2.575927065e-04
4.389396973e+02,3.875288530e-05
4.391569824e+02,1.379146823e-03
4.393742981e+02,-2.621518797e-04
4.395916138e+02,1.215016935e-03
4.398089600e+02,-1.493125921e-03
4.400263062e+02,2.575927065e-04
4.402436523e+02,-1.274286071e-03
4.404610291e+02,6.679174257e-04
4.406784363e+02,-5.357016926e-04
4.408958435e+02,-3.989267861e-04
4.411132507e+02,1.139790766e-05
4.413306885e+02,6.132074632e-04
4.415481262e+02,1.515921787e-03
4.417655945e+02,4.490775755e-04
4.419830627e+02,-1.219576108e-03
4.422005615e+02,4.490775755e-04
4.424180603e+02,5.584975006e-04
4.426355591e+02,-9.186713723e-04
4.428530884e+02,-2.094935393e-03
4.430706482e+02,-6.724765408e-04
4.432882080e+02,-6.451215595e-04
4.435057678e+02,-7.545414846e-04
4.437233582e+02,-1.082801260e-03
4.439409790e+02,9.688221617e-04
4.441585693e+02,3.943676129e-04
4.443762207e+02,1.269726898e-03
4.445938416e+02,6.405624445e-04
4.448114929e+02,-1.411061035e-03
4.450291748e+02,1.515921787e-03
4.452468567e+02,1.461211825e-03
4.454645691e+02,2.849476878e-04
4.456822815e+02,9.961770847e-04
4.458999939e+02,-2.067580586e-03
4.461177368e+02,1.734761521e-03
4.463354797e+02,8.320472552e-04
4.465532532e+02,1.160306972e-03
4.467710266e+02,-4.809917009e-04
4.469888306e+02,8.046922740e-04
4.472066345e+02,1.139790766e-05
4.474244690e+02,8.046922740e-04
4.476423035e+02,-4.809917009e-04
4.478601685e+02,-5.357016926e-04
4.480780334e+02,1.215016935e-03
4.482958984e+02,3.396576503e-04
4.485137939e+02,5.584975006e-04
4.487316895e+02,1.543276710e-03
4.489496155e+02,8.594022365e-04
4.491675415e+02,9.414671804e-04
4.493854980e+02,1.215016935e-03
4.496034546e+02,3.123026690e-04
4.498214417e+02,-8.639614098e-04
4.500394287e+02,9.688221617e-04
4.502574463e+02,-6.998315221e-04
4.504754639e+02,8.046922740e-04
4.506934814e+02,-1.253769879e-04
4.509115295e+02,-1.356351073e-03
4.511295776e+02,1.481727959e-04
4.513476562e+02,3.943676129e-04
4.515657654e+02,1.488566748e-03
4.517838440e+02,5.858524819e-04
4.520019531e+02,-7.271865034e-04
4.522200928e+02,2.528056037e-03
4.524382324e+02,-2.074419172e-04
4.526564026e+02,-5.904115969e-04
4.528745728e+02,-1.520480844e-03
4.530927429e+02,1.324436860e-03
4.533109436e+02,1.050887047e-03
4.535291443e+02,8.594022365e-04
4.537473755e+02,-1.575190807e-03
4.539656067e+02,1.242371975e-03
4.541838684e+02,-9.802200657e-05
4.544021301e+02,2.575927065e-04
4.546204224e+02,-6.451215595e-04
4.548387146e+02,1.324436860e-03
4.550570374e+02,-8.366064285e-04
4.552753601e+02,-4.262817383e-04
4.554936829e+02,-1.527319691e-04
4.557120361e+02,3.123026690e-04
4.559303894e+02,-5.357016926e-04
4.561487732e+02,9.346284060e-05
4.563671570e+02,1.755277772e-04
4.565855713e+02,1.160306972e-03
4.568039856e+02,1.023532124e-03
4.570224304e+02,-1.595707181e-05
4.572408752e+02,-1.356351073e-03
4.574593201e+02,9.346284060e-05
4.576777954e+02,1.187662012e-03
4.578962708e+02,4.217225942e-04
4.581147766e+02,-4.809917009e-04
4.583332825e+02,-3.168618423e-04
4.585518188e+02,-1.800869504e-04
4.587703552e+02,6.132074632e-04
4.589889221e+02,8.867572178e-04
4.592074890e+02,1.297081937e-03
4.594260864e+02,-2.614679979e-03
4.596446838e+02,6.132074632e-04
4.598632812e+02,8.594022365e-04
4.600819092e+02,1.707406598e-03
4.603005371e+02,2.008311450e-03
4.605191956e+02,2.302377397e-04
4.607378540e+02,-6.724765408e-04
4.609565430e+02,3.670126316e-04
4.611752319e+02,-1.253769879e-04
4.613939514e+02,1.755277772e-04
4.616126709e+02,4.217225942e-04
4.618313904e+02,-1.794030657e-03
4.620501404e+02,4.490775755e-04
4.622688904e+02,3.875288530e-05
4.624876709e+02,1.351791900e-03
4.627064514e+02,9.688221617e-04
4.629252625e+02,-2.074419172e-04
4.631440735e+02,3.943676129e-04
4.633629150e+02,-1.383705996e-03
4.635817566e+02,-4.331205128e-05
4.638005981e+02,2.849476878e-04
4.640194702e+02,-6.724765408e-04
4.642383728e+02,4.032579716e-03
4.644572754e+02,1.481727959e-04
4.646761780e+02,1.461211825e-03
4.648951111e+02,7.499823114e-04
4.651140442e+02,-1.800869504e-04
4.653329773e+02,-3.168618423e-04
4.655519409e+02,-6.177665782e-04
4.657709351e+02,1.269726898e-03
4.659899292e+02,7.773372927e-04
4.662089233e+02,1.734761521e-03
4.664279480e+02,1.132952049e-03
4.666469727e+02,1.078242087e-03
4.668660278e+02,-1.082801260e-03
4.670850830e+02,2.849476878e-04
4.673041687e+02,5.858524819e-04
4.675232544e+02,9.688221617e-04
4.677423706e+02,1.406501862e-03
4.679614868e+02,-4.536367196e-04
4.681806030e+02,1.078242087e-03
4.683997498e+02,3.123026690e-04
4.686188965e+02,-9.733813349e-04
4.688380737e+02,5.037875380e-04
4.690572510e+02,-5.630566739e-04
4.692764587e+02,8.320472552e-04
4.694956665e+02,1.078242087e-03
4.697148743e+02,-4.262817383e-04
4.699341125e+02,3.943676129e-04
4.701533813e+02,6.952723488e-04
4.703726501e+02,-1.800869504e-04
4.705919189e+02,6.610786659e-05
4.708112183e+02,-7.545414846e-04
4.710305176e+02,1.481727959e-04
4.712498169e+02,-8.639614098e-04
4.714691467e+02,2.849476878e-04
4.716885071e+02,1.707406598e-03
4.719078674e+02,6.132074632e-04
4.721272278e+02,-7.271865034e-04
4.723466187e+02,1.105597010e-03
4.725660095e+02,4.490775755e-04
4.727854309e+02,-4.809917009e-04
4.730048523e+02,-3.168618423e-04
4.732243042e+02,-2.895068610e-04
4.734437561e+02,5.311425193e-04
4.736632080e+02,-4.262817383e-04
4.738826904e+02,-1.000736258e-03
4.741022034e+02,-1.000736258e-03
4.743217163e+02,-4.536367196e-04
4.745412292e+02,9.688221617e-04
4.747607727e+02,1.481727959e-04
4.749803162e+02,3.875288530e-05
4.751998596e+02,6.679174257e-04
4.754194336e+02,-3.715718049e-04
4.756390381e+02,1.481727959e-04
4.758586426e+02,-2.642035019e-03
4.760782471e+02,6.679174257e-04
4.762978821e+02,1.160306972e-03
4.765175171e+02,7.773372927e-04
4.767371826e+02,2.028827585e-04
4.769568481e+02,-4.536367196e-04
4.771765137e+02,-3.989267861e-04
4.773962097e+02,-2.074419172e-04
4.776159363e+02,-1.595707181e-05
4.778356628e+02,-2.094935393e-03
4.780553894e+02,-6.177665782e-04
4.782751465e+02,1.926246448e-03
4.784949036e+02,9.961770847e-04
4.787146606e+02,2.035666257e-03
4.789344482e+02,9.688221617e-04
4.791542664e+02,1.078242087e-03
4.793740845e+02,-5.083467113e-04
4.795939026e+02,1.789471484e-03
4.798137512e+02,3.123026690e-04
4.800335999e+02,-6.998315221e-04
4.802534790e+02,8.867572178e-04
4.804733582e+02,3.123026690e-04
4.806932678e+02,9.961770847e-04
4.809131775e+02,2.028827585e-04
4.811330872e+02,-4.536367196e-04
4.813530273e+02,-4.331205128e-05
4.815729675e+02,-1.164866146e-03
4.817929382e+02,1.050887047e-03
4.820129089e+02,-4.809917009e-04
4.822329102e+02,6.132074632e-04
4.824529114e+02,-9.186713723e-04
4.826729126e+02,-9.802200657e-05
4.828929443e+02,-5.083467113e-04
4.831130066e+02,5.311425193e-04
4.833330688e+02,4.217225942e-04
4.835531311e+02,3.396576503e-04
4.837732239e+02,1.324436860e-03
4.839933167e+02,2.363926033e-03
4.842134094e+02,6.610786659e-05
4.844335327e+02,8.867572178e-04
4.846536865e+02,1.515921787e-03
4.848738098e+02,1.215016935e-03
4.850939941e+02,-4.809917009e-04
4.853141785e+02,-7.066702528e-05
4.855343628e+02,-1.930805622e-03
4.857545471e+02,6.405624445e-04
4.859747620e+02,-4.262817383e-04
4.861950073e+02,1.625341596e-03
4.864152527e+02,1.481727959e-04
4.866354980e+02,-8.913163911e-04
4.868557739e+02,1.488566748e-03
4.870760498e+02,7.773372927e-04
4.872963562e+02,-2.942939755e-03
4.875166626e+02,1.160306972e-03
4.877369690e+02,1.105597010e-03
4.879573059e+02,1.515921787e-03
4.881776733e+02,-2.347968984e-04
4.883980103e+02,6.952723488e-04
4.886184082e+02,-1.328996033e-03
4.888387756e+02,-1.164866146e-03
4.890592041e+02,6.679174257e-04
4.892796021e+02,3.123026690e-04
4.895000305e+02,-7.066702528e-05
4.897204895e+02,-1.465770998e-03
4.899409180e+02,-1.438415959e-03
4.901614075e+02,1.734761521e-03
4.903818665e+02,3.123026690e-04
4.906023865e+02,3.123026690e-04
4.908228760e+02,-1.164866146e-03
4.910433960e+02,6.405624445e-04
4.912639465e+02,4.217225942e-04
4.914844666e+02,1.242371975e-03
4.917050476e+02,2.575927065e-04
4.919256287e+02,5.858524819e-04
4.921462097e+02,1.406501862e-03
4.923667908e+02,1.515921787e-03
4.925874023e+02,-9.733813349e-04
4.928080444e+02,8.320472552e-04
4.930286865e+02,-2.621518797e-04
4.932493286e+02,1.297081937e-03
4.934700012e+02,-1.465770998e-03
4.936906738e+02,-3.715718049e-04
4.939113770e+02,-6.998315221e-04
4.941320801e+02,1.481727959e-04
4.943527832e+02,-2.074419172e-04
4.945735168e+02,4.217225942e-04
4.947942810e+02,3.875288530e-05
4.950150146e+02,9.141121991e-04
4.952358093e+02,-1.253769879e-04
4.954565735e+02,7.499823114e-04
4.956773682e+02,-2.347968984e-04
4.958981934e+02,9.688221617e-04
4.961190186e+02,-1.595707181e-05
4.963398438e+02,1.898891409e-03
4.965606995e+02,3.670126316e-04
4.967815552e+02,1.139790766e-05
4.970024414e+02,1.208178219e-04
4.972233276e+02,8.594022365e-04
4.974442139e+02,-4.262817383e-04
4.976651306e+02,3.123026690e-04
4.978860779e+02,-6.998315221e-04
4.981069946e+02,1.139790766e-05
4.983279724e+02,-4.262817383e-04
4.985489197e+02,-9.802200657e-05
4.987698975e+02,2.028827585e-04
4.989909058e+02,1.543276710e-03
4.992119141e+02,-2.895068610e-04
4.994329224e+02,1.139790766e-05
4.996539612e+02,2.302377397e-04
4.998750000e+02,-1.253769879e-04
5.000960693e+02,-1.595707181e-05
5.003171387e+02,3.670126316e-04
5.005382080e+02,-1.000736258e-03
5.007593079e+02,-4.536367196e-04
5.009804382e+02,-6.998315221e-04
5.012015381e+02,-4.536367196e-04
5.014226990e+02,-1.110156183e-03
5.016438293e+02,2.719540847e-03
5.018649902e+02,1.980956411e-03
5.020861816e+02,-9.733813349e-04
5.023073730e+02,-2.347968984e-04
5.025285645e+02,7.773372927e-04
5.027497864e+02,-2.074419172e-04
5.029710083e+02,9.346284060e-05
5.031922607e+02,5.037875380e-04
5.034135132e+02,2.911025658e-03
5.036347656e+02,-1.958160661e-03
5.038560486e+02,1.078242087e-03
5.040773621e+02,-1.575190807e-03
5.042986450e+02,1.078242087e-03
5.045199585e+02,-6.724765408e-04
5.047413025e+02,6.610786659e-05
5.049626465e+02,1.297081937e-03
5.051840210e+02,1.488566748e-03
5.054053650e+02,2.849476878e-04
5.056267700e+02,1.324436860e-03
5.058481445e+02,-8.366064285e-04
5.060695801e+02,-2.347968984e-04
5.062909851e+02,-7.066702528e-05
5.065124207e+02,1.406501862e-03
5.067338867e+02,3.485480091e-03
5.069553223e+02,-5.630566739e-04
5.071768188e+02,1.755277772e-04
5.073982849e+02,9.346284060e-05
5.076198120e+02,1.078242087e-03
5.078413086e+02,1.734761521e-03
5.080628357e+02,5.037875380e-04
5.082843628e+02,4.217225942e-04
5.085059204e+02,2.849476878e-04
5.087274780e+02,6.405624445e-04
5.089490662e+02,2.008311450e-03
5.091706543e+02,-6.724765408e-04
5.093922729e+02,3.396576503e-04
5.096138916e+02,5.311425193e-04
5.098355103e+02,1.139790766e-05
5.100571594e+02,1.570631750e-03
5.102788086e+02,6.610786659e-05
5.105004883e+02,1.597986673e-03
5.107221680e+02,-2.347968984e-04
5.109438477e+02,1.481727959e-04
5.111655579e+02,-7.545414846e-04
5.113872681e+02,-3.442168236e-04
5.116090088e+02,9.414671804e-04
5.118307495e+02,8.046922740e-04
5.120524902e+02,-1.253769879e-04
5.122742920e+02,2.302377397e-04
5.124960938e+02,-4.809917009e-04
5.127178345e+02,7.499823114e-04
5.129396973e+02,-2.895068610e-04
5.131614990e+02,1.242371975e-03
5.133833618e+02,9.141121991e-04
5.136051636e+02,4.764325568e-04
5.138270264e+02,-1.958160661e-03
5.140488892e+02,4.217225942e-04
5.142708130e+02,-7.818964659e-04
5.144926758e+02,5.311425193e-04
5.147145996e+02,-1.274286071e-03
5.149365234e+02,-2.368485322e-03
5.151584473e+02,5.584975006e-04
5.153804321e+02,4.764325568e-04
5.156024170e+02,3.670126316e-04
5.158243408e+02,3.403415205e-03
5.160463257e+02,1.105597010e-03
5.162683716e+02,-1.356351073e-03
5.164903564e+02,1.379146823e-03
5.167124023e+02,1.461211825e-03
5.169344482e+02,2.828960773e-03
5.171564941e+02,6.679174257e-04
5.173785400e+02,5.311425193e-04
